Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Alzheimer's Disease	C0002395	CAMK4	814	Q16566	calcium/calmodulin dependent protein kinase IV	cytoskeletal protein; kinase; transferase	33	0.659	0.621	0.51018	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	CAPG	822	P40121	capping actin protein, gelsolin like	cytoskeletal protein	52	0.616	0.655	7.8277e-13	0.01	no reported evidence	1.0	1	0	1993.0	1993.0
Alzheimer's Disease	C0002395	CAPN2	824	P17655	calpain 2	calcium-binding protein; hydrolase; protease	40	0.636	0.586	2.204e-20	0.01	no reported evidence	1.0	1	0	2001.0	2001.0
Alzheimer's Disease	C0002395	CASP4	837	P49662	caspase 4	enzyme modulator; hydrolase; protease	22	0.701	0.517	3.4308e-08	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	CASP7	840	P55210	caspase 7	enzyme modulator; hydrolase; protease	52	0.611	0.586	4.8072e-05	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CASP9	842	P55211	caspase 9	enzyme modulator; hydrolase; protease	140	0.516	0.724	8.2278e-06	0.01	no reported evidence	1.0	1	0	2000.0	2000.0
Alzheimer's Disease	C0002395	CAT	847	P04040	catalase	oxidoreductase	446	0.397	0.828	1.8782e-10	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	CCK	885	P06307	cholecystokinin		164	0.513	0.655	3.9318e-05	0.01	no reported evidence	0.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	CCNC	892	P24863	cyclin C	enzyme modulator; nucleic acid binding; transcription factor	19	0.707	0.345	0.99919	0.01	no reported evidence		1	0	2003.0	2003.0
Alzheimer's Disease	C0002395	CD5L	922	O43866	CD5 molecule like	hydrolase; oxidoreductase; protease; receptor	17	0.727	0.448	4.7029e-17	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	CD8A	925	P01732	CD8a molecule		44	0.648	0.414	1.4599e-05	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	MS4A1	931	P11836	membrane spanning 4-domains A1	receptor	219	0.472	0.759	3.5601e-05	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	MS4A3	932	Q96HJ5	membrane spanning 4-domains A3	receptor	8	0.857	0.172	0.0010869	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CD80	941	P33681	CD80 molecule		146	0.509	0.724	0.010598	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CD86	942	P42081	CD86 molecule		125	0.524	0.724	0.95524	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CD34	947	P28906	CD34 molecule		360	0.414	0.793	5.416e-06	0.01	no reported evidence	1.0	1	0	2001.0	2001.0
Alzheimer's Disease	C0002395	CD38	952	P28907	CD38 molecule	hydrolase; lyase	202	0.481	0.828	2.9127e-06	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	CD47	961	Q08722	CD47 molecule		112	0.538	0.655	0.91235	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	CD53	963	P19397	CD53 molecule		56	0.607	0.552	0.0022422	0.01	no reported evidence	1.0	1	0	1993.0	1993.0
Alzheimer's Disease	C0002395	CD74	972	P04233	CD74 molecule	enzyme modulator	86	0.569	0.655	0.2581	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CDA	978	P32320	cytidine deaminase	hydrolase	58	0.611	0.655	0.0090425	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	CDC25B	994	P30305	cell division cycle 25B	hydrolase; phosphatase	44	0.633	0.448	0.24738	0.01	no reported evidence	1.0	1	0	2001.0	2001.0
Alzheimer's Disease	C0002395	CDC42	998	P60953	cell division cycle 42	enzyme modulator	155	0.511	0.828	0.80671	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	CDH2	1000	P19022	cadherin 2		71	0.59	0.586	0.99085	0.01	no reported evidence		1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	CDK9	1025	P50750	cyclin dependent kinase 9	kinase; transferase	61	0.616	0.586	0.00010632	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	CEACAM5	1048	P06731	carcinoembryonic antigen related cell adhesion molecule 5		173	0.502	0.724	1.4495e-09	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	CECR	1055		cat eye syndrome chromosome region		17	0.773	0.345		0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CFL2	1073	Q9Y281	cofilin 2	cytoskeletal protein	29	0.735	0.31	0.00030827	0.01	no reported evidence	0.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CFTR	1080	P13569	cystic fibrosis transmembrane conductance regulator	transporter	307	0.453	0.793	1.1203e-57	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	CHGA	1113	P10645	chromogranin A		115	0.54	0.621	0.032323	0.01	no reported evidence		1	0	2003.0	2003.0
Alzheimer's Disease	C0002395	CHGB	1114	P05060	chromogranin B		29	0.69	0.31	2.0599e-07	0.01	no reported evidence		1	0	2003.0	2003.0
Alzheimer's Disease	C0002395	CHRM1	1128	P11229	cholinergic receptor muscarinic 1	receptor	51	0.639	0.448	0.99114	0.01	no reported evidence	1.0	1	1	2005.0	2005.0
Alzheimer's Disease	C0002395	CISH	1154	Q9NSE2	cytokine inducible SH2 containing protein	enzyme modulator	109	0.541	0.724	0.0030568	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CLCN3	1182	P51790	chloride voltage-gated channel 3	transporter	35	0.667	0.483	0.99976	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	CLK1	1195	P49759	CDC like kinase 1		4	0.886	0.172	6.041e-07	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	CLK2	1196	P49760	CDC like kinase 2		11	0.799	0.276	0.99996	0.01	no reported evidence	1.0	1	0	2006.0	2006.0
Alzheimer's Disease	C0002395	CCR6	1235	P51684	C-C motif chemokine receptor 6		148	0.522	0.724	0.0062043	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	CMKLR1	1240	Q99788	chemerin chemokine-like receptor 1	receptor	22	0.696	0.483	0.0096761	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	ABCC2	1244	Q92887	ATP binding cassette subfamily C member 2	transporter	185	0.495	0.69	7.4967e-47	0.01	no reported evidence	1.0	1	1	2013.0	2013.0
Alzheimer's Disease	C0002395	CNP	1267	P09543	2',3'-cyclic nucleotide 3' phosphodiesterase	hydrolase	36	0.652	0.483	0.97395	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	COL11A2	1302	P13942	collagen type XI alpha 2 chain		281	0.478	0.69	0.41511	0.01	no reported evidence	1.0	1	0	2006.0	2006.0
Alzheimer's Disease	C0002395	SLC31A1	1317	O15431	solute carrier family 31 member 1		37	0.681	0.379	0.070874	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	COX10	1352	Q12887	COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor	transferase	82	0.624	0.552	0.063178	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	COX15	1355	Q7KZN9	COX15, cytochrome c oxidase assembly homolog		63	0.63	0.448	2.4962e-13	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	CPB1	1360	P15086	carboxypeptidase B1	hydrolase; protease	17	0.727	0.345	2.4435e-22	0.01	no reported evidence	1.0	1	0	2000.0	2000.0
Alzheimer's Disease	C0002395	CPE	1363	P16870	carboxypeptidase E	hydrolase; protease	56	0.633	0.448	0.99106	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	CPN1	1369	P15169	carboxypeptidase N subunit 1	hydrolase; protease	17	0.799	0.276	4.0633e-08	0.01	no reported evidence	1.0	1	0	2003.0	2003.0
Alzheimer's Disease	C0002395	ATF2	1386	P15336	activating transcription factor 2	transcription factor	77	0.594	0.724	0.99215	0.01	no reported evidence		1	0	2005.0	2005.0
Alzheimer's Disease	C0002395	CSF1R	1436	P07333	colony stimulating factor 1 receptor		170	0.508	0.655	0.11052	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	CSF3	1440	P09919	colony stimulating factor 3		393	0.421	0.828	0.32663	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	CSNK2A1	1457	P68400	casein kinase 2 alpha 1		83	0.619	0.655	0.98402	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	VCAN	1462	P13611	versican	extracellular matrix protein	142	0.523	0.759	1.0	0.01	no reported evidence	1.0	1	0	1995.0	1995.0
Alzheimer's Disease	C0002395	CST5	1473	P28325	cystatin D		19	0.713	0.379	8.4786e-06	0.01	no reported evidence	1.0	1	0	2001.0	2001.0
Alzheimer's Disease	C0002395	CST6	1474	Q15828	cystatin E/M		62	0.6	0.621	0.38295	0.01	no reported evidence	1.0	1	0	2001.0	2001.0
Alzheimer's Disease	C0002395	CTF1	1489	Q16619	cardiotrophin 1		40	0.667	0.345	0.035655	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	CTSK	1513	P43235	cathepsin K	enzyme modulator; hydrolase; protease	173	0.534	0.724	2.857e-05	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	CTSS	1520	P25774	cathepsin S	enzyme modulator; hydrolase; protease	49	0.642	0.586	0.35931	0.01	no reported evidence	1.0	1	0	1995.0	1995.0
Alzheimer's Disease	C0002395	CTSZ	1522	Q9UBR2	cathepsin Z	enzyme modulator; hydrolase; protease	30	0.676	0.345	2.4575e-16	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	CYBB	1536	P04839	cytochrome b-245 beta chain	oxidoreductase	187	0.503	0.793	0.99895	0.01	no reported evidence		1	0	2006.0	2006.0
Alzheimer's Disease	C0002395	CYP1A2	1544	P05177	cytochrome P450 family 1 subfamily A member 2	oxidoreductase	155	0.509	0.828	2.2462e-10	0.01	no reported evidence	1.0	1	0	2006.0	2006.0
Alzheimer's Disease	C0002395	CYP2C19	1557	P33261	cytochrome P450 family 2 subfamily C member 19		176	0.501	0.793	4.1125e-20	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	CYP11B1	1584	P15538	cytochrome P450 family 11 subfamily B member 1		99	0.588	0.552	7.597e-07	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	CYP11B2	1585	P19099	cytochrome P450 family 11 subfamily B member 2		103	0.572	0.483	9.5436e-19	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	CYP17A1	1586	P05093	cytochrome P450 family 17 subfamily A member 1		232	0.486	0.655	0.00021156	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	CYP27A1	1593	Q02318	cytochrome P450 family 27 subfamily A member 1	oxidoreductase	122	0.582	0.655	2.4262e-19	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	DAXX	1616	Q9UER7	death domain associated protein		62	0.602	0.552	0.093333	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	DCN	1634	P07585	decorin		164	0.505	0.69	0.23191	0.01	no reported evidence	1.0	1	0	1995.0	1995.0
Alzheimer's Disease	C0002395	AKR1C2	1646	P52895	aldo-keto reductase family 1 member C2	oxidoreductase	51	0.624	0.483	7.8093e-11	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	SEPT1	1731	Q8WYJ6	septin 1	cytoskeletal protein; enzyme modulator	7	0.857	0.172	1.4725e-08	0.01	no reported evidence	1.0	1	0	1998.0	1998.0
Alzheimer's Disease	C0002395	DIO1	1733	P49895	iodothyronine deiodinase 1		24	0.696	0.448	0.49994	0.01	no reported evidence	0.0	1	1	2007.0	2007.0
Alzheimer's Disease	C0002395	DIO2	1734	Q92813	iodothyronine deiodinase 2		41	0.642	0.448	0.86835	0.01	no reported evidence	0.0	1	1	2007.0	2007.0
Alzheimer's Disease	C0002395	DLG1	1739	Q12959	discs large MAGUK scaffold protein 1	transmembrane receptor regulatory/adaptor protein	22	0.696	0.552	0.99089	0.01	no reported evidence	1.0	1	0	2000.0	2000.0
Alzheimer's Disease	C0002395	DLG3	1741	Q92796	discs large MAGUK scaffold protein 3	transmembrane receptor regulatory/adaptor protein	82	0.575	0.414	0.99999	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	DMD	1756	P11532	dystrophin		299	0.477	0.724	1.0	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	DMRT1	1761	Q9Y5R6	doublesex and mab-3 related transcription factor 1		63	0.592	0.414	0.76728	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	DNMT1	1786	P26358	DNA methyltransferase 1		299	0.438	0.759	1.0	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	DOCK2	1794	Q92608	dedicator of cytokinesis 2		11	0.799	0.138	0.99996	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	DPP4	1803	P27487	dipeptidyl peptidase 4	enzyme modulator; hydrolase; protease	169	0.5	0.69	8.483e-09	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	DRD2	1813	P14416	dopamine receptor D2	receptor	325	0.454	0.724	0.78648	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	DRD3	1814	P35462	dopamine receptor D3	receptor	153	0.527	0.552	0.002019	0.01	no reported evidence	1.0	1	0	1998.0	1998.0
Alzheimer's Disease	C0002395	ATN1	1822	P54259	atrophin 1		286	0.442	0.828	0.9999	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	DSG1	1828	Q02413	desmoglein 1	cell adhesion molecule; cell junction protein	57	0.639	0.414	0.89437	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Alzheimer's Disease	C0002395	DSG2	1829	Q14126	desmoglein 2	cell adhesion molecule; cell junction protein	46	0.645	0.448	3.769e-10	0.01	no reported evidence	1.0	1	0	2018.0	2018.0
Alzheimer's Disease	C0002395	DUSP6	1848	Q16828	dual specificity phosphatase 6		116	0.548	0.724	0.97942	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	DVL1	1855	O14640	dishevelled segment polarity protein 1	enzyme modulator; signaling molecule	151	0.582	0.655	1.8233e-05	0.01	no reported evidence	0.0	1	0	2002.0	2002.0
Alzheimer's Disease	C0002395	EDN1	1906	P05305	endothelin 1	signaling molecule	419	0.417	0.828	0.45733	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	EGF	1950	P01133	epidermal growth factor		494	0.386	0.897	1.0171e-16	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	EGR2	1959	P11161	early growth response 2	nucleic acid binding; transcription factor	101	0.579	0.621	0.55219	0.01	no reported evidence	1.0	1	0	1997.0	1997.0
Alzheimer's Disease	C0002395	EIF2S3	1968	P41091	eukaryotic translation initiation factor 2 subunit gamma	enzyme modulator; hydrolase; nucleic acid binding	104	0.627	0.655	0.96753	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	EIF4A1	1973	P60842	eukaryotic translation initiation factor 4A1		20	0.735	0.414	0.99986	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	EIF4A2	1974	Q14240	eukaryotic translation initiation factor 4A2		36	0.659	0.517	0.99815	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	EIF4EBP1	1978	Q13541	eukaryotic translation initiation factor 4E binding protein 1	nucleic acid binding	119	0.529	0.793	0.21356	0.01	no reported evidence		1	0	2005.0	2005.0
Alzheimer's Disease	C0002395	EIF4G2	1982	P78344	eukaryotic translation initiation factor 4 gamma 2	nucleic acid binding	29	0.676	0.586	1.0	0.01	no reported evidence	1.0	1	0	1999.0	1999.0
Alzheimer's Disease	C0002395	ELAVL4	1996	P26378	ELAV like RNA binding protein 4		20	0.72	0.207	0.91843	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	EMP1	2012	P54849	epithelial membrane protein 1	cytoskeletal protein	45	0.633	0.414	0.49276	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	CTTN	2017	Q14247	cortactin	cytoskeletal protein; transcription factor	67	0.6	0.586	0.057609	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	ENPEP	2028	Q07075	glutamyl aminopeptidase	hydrolase; protease	41	0.648	0.552	1.9884e-28	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Alzheimer's Disease	C0002395	EP300	2033	Q09472	E1A binding protein p300	nucleic acid binding; transcription factor; transferase	322	0.489	0.828	1.0	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	EPHA4	2043	P54764	EPH receptor A4		68	0.609	0.586	1.0	0.01	no reported evidence	1.0	1	0	2018.0	2018.0
Alzheimer's Disease	C0002395	EPHB1	2047	P54762	EPH receptor B1		64	0.6	0.724	0.9995	0.01	no reported evidence	0.0	1	0	1996.0	1996.0
Alzheimer's Disease	C0002395	EPO	2056	P01588	erythropoietin		360	0.425	0.759	0.012147	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	EPOR	2057	P19235	erythropoietin receptor	receptor	115	0.555	0.552	0.0071248	0.01	no reported evidence		1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	ERBB2	2064	P04626	erb-b2 receptor tyrosine kinase 2		650	0.352	0.862	0.0018012	0.01	no reported evidence	1.0	1	0	2018.0	2018.0
Alzheimer's Disease	C0002395	ERG	2078	P11308	ERG, ETS transcription factor	nucleic acid binding; signaling molecule; transcription factor	147	0.511	0.69	0.96989	0.01	no reported evidence		1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	EZH2	2146	Q15910	enhancer of zeste 2 polycomb repressive complex 2 subunit		425	0.421	0.759	1.0	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	F2RL1	2150	P55085	F2R like trypsin receptor 1		165	0.514	0.724	0.00079765	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	F7	2155	P08709	coagulation factor VII	hydrolase; protease	137	0.547	0.69	1.5257e-05	0.01	no reported evidence	0.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	F11	2160	P03951	coagulation factor XI	hydrolase; protease	45	0.656	0.414	5.0894e-26	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	F13B	2165	P05160	coagulation factor XIII B chain		25	0.707	0.414	4.0483e-09	0.01	no reported evidence	1.0	1	0	2001.0	2001.0
Alzheimer's Disease	C0002395	FABP3	2170	P05413	fatty acid binding protein 3		43	0.659	0.483	0.4048	0.01	no reported evidence		1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	BPTF	2186	Q12830	bromodomain PHD finger transcription factor		26	0.743	0.31	1.0	0.01	no reported evidence	1.0	1	0	2000.0	2000.0
Alzheimer's Disease	C0002395	FANCG	2189	O15287	FA complementation group G		60	0.648	0.483	2.1188e-13	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	FASN	2194	P49327	fatty acid synthase	hydrolase; ligase; oxidoreductase; transferase	150	0.516	0.793	1.0	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	FAT1	2195	Q14517	FAT atypical cadherin 1	hydrolase; protease	82	0.573	0.655	1.4756e-10	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	MS4A2	2206	Q01362	membrane spanning 4-domains A2	receptor	14	0.752	0.31	8.2382e-09	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	FCGR3A	2214	P08637	Fc fragment of IgG receptor IIIa	cell adhesion molecule	219	0.466	0.793	2.2592e-06	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	FCGR3B	2215	O75015	Fc fragment of IgG receptor IIIb	cell adhesion molecule	173	0.49	0.759	2.9559e-07	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	FES	2242	P07332	FES proto-oncogene, tyrosine kinase		37	0.69	0.414	3.6759e-15	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	FGF14	2259	Q92915	fibroblast growth factor 14	signaling molecule	34	0.727	0.379	0.92224	0.01	no reported evidence	1.0	1	0	2017.0	2017.0
Alzheimer's Disease	C0002395	FGFR3	2261	P22607	fibroblast growth factor receptor 3		558	0.417	0.759	1.8338e-05	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	FHL2	2274	Q14192	four and a half LIM domains 2	transcription factor	73	0.588	0.517	2.6297e-05	0.01	no reported evidence	1.0	1	0	2001.0	2001.0
Alzheimer's Disease	C0002395	FKBP1A	2280	P62942	FK506 binding protein 1A	calcium-binding protein; chaperone; isomerase	22	0.707	0.414	0.82026	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	FOXM1	2305	Q08050	forkhead box M1		190	0.484	0.724	0.00076948	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	FOXO1	2308	Q12778	forkhead box O1		190	0.49	0.724	0.99697	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	FOXO3	2309	O43524	forkhead box O3		190	0.489	0.759	0.99735	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	FLNB	2317	O75369	filamin B		274	0.501	0.862	4.8847e-10	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	FLT4	2324	P35916	fms related tyrosine kinase 4		153	0.51	0.724	1.0	0.01	no reported evidence	1.0	1	1	2013.0	2013.0
Alzheimer's Disease	C0002395	FMR1	2332	Q06787	fragile X mental retardation 1	nucleic acid binding	288	0.492	0.69	0.69217	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	FOLH1	2346	Q04609	folate hydrolase 1	hydrolase; protease	75	0.584	0.724	2.2741e-08	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	FOSB	2354	P53539	FosB proto-oncogene, AP-1 transcription factor subunit	transcription factor	158	0.504	0.759	0.95196	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	FRK	2444	P42685	fyn related Src family tyrosine kinase		20	0.735	0.276	1.6881e-12	0.01	no reported evidence		1	0	2004.0	2004.0
