"gene","patient1","patient2","patient3","patient4","patient5"
"MS4A7",5.28154545454545,5.52718181818182,4.55327272727273,4.44754545454545,5.26936363636364
"MDS1",-1.2865,-0.34825,-0.84175,-0.081,-0.95125
"MS4A2",2.279,3.194,2.357,1.397,1.11325
"MS4A3",-4.28433333333333,-4.017,-4.953,-3.4625,-4.22933333333333
"MS4A1",-2.09875,-1.27025,-2.0155,-0.4585,0.86225
"CD27",2.0475,3.2135,1.2115,2.726,3.724
"ZNF140",-0.41525,1.77475,1.0405,1.589,0.75875
"ZNF143",-0.2225,0.217333333333333,0.230166666666667,0.212333333333333,0.3275
"ZNF142",0.45275,0.972,1.12675,0.2045,0.624
"DDX39",-0.8005,-2.06816666666667,-0.854166666666667,-1.79166666666667,-0.360166666666667
"MBIP",-0.223166666666667,0.151166666666667,-0.229833333333333,0.386666666666667,-0.8225
"ZNF146",-0.73025,0.2125,-0.239625,0.10225,0.114375
"ZNF148",0.179375,1.111375,0.6995,0.511875,-0.131125
"CPT2",1.104,0.20425,0.667,-0.35025,0.3935
"DSC2",-0.7395,1.9365,1.74,2.9475,3.4045
"DSC3",-0.39925,1.87625,-1.43475,2.79525,0.6335
"DSC1",0.055,1.801,-0.0365,4.001,0.564
"PF4V1",-0.0471666666666667,0.455166666666667,0.847666666666667,1.8705,0.962
"PYGB",-0.138875,-0.259,0.021625,0.078875,0.756125
"COX8A",0.884,-0.71025,-0.34275,-0.711,-0.11825
"SEC14L2",3.67155555555556,3.78277777777778,0.0127777777777778,2.43455555555556,0.195444444444444
"PYGL",0.4955,-2.29566666666667,0.402833333333333,-1.63233333333333,0.731333333333333
"MAGOH",-0.437,-0.5065,0.831166666666667,0.194,-0.753833333333333
"PFAS",-1.482,-1.7535,-1.04716666666667,-0.915333333333333,-1.78016666666667
"KIAA0984",1.52975,1.389,0.86675,0.91075,-0.0225
"C20orf23",2.04491666666667,1.52391666666667,3.03908333333333,2.30616666666667,1.03316666666667
"C20orf20",-1.565875,-1.681875,-0.896625,-1.795,-0.59325
"C20orf26",2.9575,3.608,4.93833333333333,0.961833333333333,1.55783333333333
"SOD3",-2.02325,1.02925,-2.3215,1.062,2.59075
"C20orf24",-0.4135,-0.708666666666667,-0.173833333333333,-1.01,-0.317
"SOD1",0.32025,0.198875,0.011875,0.03375,0.47225
"FLJ90650",-1.4455,-0.0405,-1.72933333333333,0.21025,2.887
"TMF1",0.28,0.18925,0.22575,0.1865,0.38175
"C20orf29",0.34625,0.06825,0.8015,0.2035,0.03125
"TANC1",0.7565,0.298875,-0.553,0.99275,0.893875
"INOC1",-0.023,-0.1145,0.426166666666667,-0.0166666666666667,-0.0533333333333333
"FCGBP",2.60992857142857,2.75728571428571,1.20471428571429,2.77585714285714,1.379
"BAMBI",-0.54525,1.8165,2.441125,0.298625,-0.24625
"LSG1",0.0131666666666667,-0.0971666666666667,-0.00933333333333333,-0.228333333333333,-0.155416666666667
"KCNN3",-2.05275,-0.391,-2.095,-1.44,-0.7305
"KCNN2",-0.900333333333333,-0.0998333333333333,-0.244,0.249,0.450833333333333
"KCNN1",-0.743666666666667,-1.21283333333333,-0.972666666666667,-0.432666666666667,-0.9156
"TG",1.1675,0.6595,1.1,0.3445,0.9695
"PMS1",-0.92725,-0.593875,-1.1275,-0.3335,-0.881125
"PMS2",-0.358625,-0.039,-0.322625,-0.35025,-0.6335
"LRRC27",2.22183333333333,1.6035,1.50566666666667,1.547,1.4778
"FLJ40235",0.2255,-0.07925,-0.035,0.35025,-1.01725
"LSDP5",1.94075,0.2805,0.808375,0.3055,-0.619125
"SNRPA1",-1.0135,-2.0005,-1.2485,-1.537,-1.338
"BAALC",-0.576,-0.7925,-0.9825,-0.91975,-0.03175
"AHCYL1",0.505416666666667,0.615833333333333,0.81825,0.24275,0.00666666666666667
"ISLR",3.30825,3.49975,1.019,3.349,3.9825
"PKIG",0.223,0.86475,1.28725,0.21625,-0.837
"MST1R",1.91775,1.38325,-1.02475,0.36775,1.08675
"ZADH1",1.29133333333333,0.635166666666667,0.588833333333333,0.232,0.404833333333333
"PKIB",3.60016666666667,-1.03416666666667,1.624,1.47416666666667,1.60433333333333
"C1orf43",0.994,0.6583,1.5152,-0.1241,0.4967
"HUNK",0.27775,-0.034,0.036,0.23925,0.5145
"PTAFR",2.83833333333333,1.8435,1.12666666666667,1.42116666666667,1.99983333333333
"GRIP2",-0.5345,0.02825,-0.689,0.05125,-0.627
"SLC19A2",1.4675,-0.66,1.96,0.0305,0.55425
"SLC19A3",-0.58125,0.78375,-1.1405,0.9185,0.57175
"MGC10701",-1.09066666666667,-0.0326666666666667,-1.38816666666667,-0.690166666666667,-0.917666666666667
"SLC19A1",-0.93575,-1.3085,-1.8205,-1.015,0.586
"CCDC65",3.824,1.56175,0.60425,1.39825,0.54425
"CCDC64",0.002,-0.817,0.2625,-0.487,-0.5535
"NIT1",0.649375,0.738625,0.3875,0.154375,0.61725
"CCDC66",0.3465,-0.323,0.6935,0.44725,0.558
"CCDC60",-0.4445,0.8775,-0.5855,0.7345,-0.111
"FOXK1",-0.9075,-0.6067,-0.2994,-0.4442,-0.5271
"CCDC62",-0.03775,-0.3475,0.429125,-0.141625,0.353625
"TYSND1",1.0565,0.577833333333333,0.263166666666667,0.259166666666667,0.411833333333333
"UNQ1940",-0.34675,-0.267,-0.49,-0.40525,-0.72575
"CCDC69",-0.64325,0.3435,-0.71475,-0.073,-0.322625
"NR3C1",0.3478,0.5422,0.0561,0.2797,-1.2358
"TMEM118",-0.446833333333333,-1.67933333333333,-0.165166666666667,-2.10416666666667,-2.0335
"TMEM119",1.86866666666667,2.73266666666667,0.517166666666667,0.676166666666667,1.22816666666667
"DPY19L3",0.1105,-0.0345,0.2165,-0.2735,0.0795
"EP400",-0.0837857142857143,-0.667,0.0180714285714286,-0.164285714285714,-0.362071428571429
"C1orf49",0.0485,0.166,0.484833333333333,0.5505,0.849833333333333
"TMEM110",1.454,0.899,1.052,-0.4365,0.669
"MIS12",0.0681666666666667,-1.56266666666667,-0.907166666666667,-0.298833333333333,-1.33816666666667
"TMEM112",1.72825,0.40525,1.03275,0.1425,1.1315
"FLJ10815",-0.141333333333333,-0.344833333333333,0.814166666666667,-0.248333333333333,0.109833333333333
"TMEM115",0.764166666666667,0.885,0.5025,0.368,0.184666666666667
"TMEM116",0.60775,1.1065,1.8185,0.604,-1.462
"NAGS",1.1328,0.7978,1.6892,0.5001,0.2964
"SPTB",-0.4753,-0.3475,-0.8707,-0.1876,-0.8995
"KRT8",-0.5973,-0.4278,-0.9557,-0.7356,-0.473
"ACACA",0.0779166666666667,-0.986666666666667,0.44525,-0.54675,1.897
"DACT1",0.111333333333333,1.63033333333333,-1.63016666666667,0.3615,2.43683333333333
"PIM1",-2.5403,-1.5758,-2.4772,-1.745,-0.9296
"LRDD",-0.389333333333333,-1.2835,-0.920166666666667,-1.85733333333333,-1.315
"TAF13",0.24275,-1.06025,-0.39575,-0.17825,0.754
"MED12L",0.51825,-0.55775,-0.081,-0.9295,-2.47833333333333
"SLC35A4",0.701166666666667,0.580166666666667,0.589333333333333,0.392166666666667,0.162833333333333
"SLC35A5",-0.7905,0.668,0.484,0.932,-0.364
"ELK1",-0.4671,0.331,-0.1773,-0.3783,0.0301
"SLC35A1",0.4116,1.9422,1.1752,1.3812,0.9048
"SLC35A2",0.249875,0.3985,0.6805,-0.02475,0.974
"SLC35A3",1.640125,0.926,1.11,0.49,0.9805
"OSR1",-1.61933333333333,2.3295,-2.36566666666667,2.97883333333333,-0.0235
"MPDZ",0.239666666666667,0.342583333333333,0.257666666666667,0.561916666666667,0.00508333333333333
"NXF5",-0.357,-0.306,-1.028,-0.554166666666667,-0.765333333333333
"LSAMP",-3.9415,-1.78475,-3.668,-2.7445,-3.00675
"SH2D6",0.59525,0.35725,0.28725,0.111,0.02675
"FLG2",-0.1215,0.5885,0.05,0.035,0.3565
"FAF1",-0.42675,-0.44175,-0.034,-0.66175,-0.61275
"PGM5",0.55525,1.183,-0.116583333333333,1.31783333333333,-0.15075
"PGM1",-1.09575,-0.33725,-1.041,-0.12225,-0.4395
"FKSG83",0.347875,0.64775,0.5065,0.224375,0.893571428571429
"PGM3",-0.554,-0.4105,-1.1875,-0.65,0.602
"AURKA",-2.348,-2.24527272727273,-2.34145454545455,-3.34745454545455,-1.19836363636364
"KTELC1",-0.695333333333333,-0.1605,0.0184166666666667,0.438416666666667,-0.477833333333333
"ABCB11",-0.0345,-0.025,-1.2415,0.053,0.404
"ABCB10",-0.7625,-0.6272,-1.1069,-0.7521,0.0568
"APLN",0.241375,0.194125,2.739625,1.506875,1.966125
"TMEM44",-1.800375,-1.3215,-1.55925,-1.294125,-1.160875
"SART3",-0.371,-0.045,0.0105,-0.378166666666667,-0.327166666666667
"SART1",-0.89525,-0.39775,-0.73,-0.547,-0.17025
"SBK1",1.2445,0.1195,0.4065,-0.1045,0.954
"LOC440248",-1.038,-2.74775,-1.31125,-1.13175,-2.0275
"SLC25A40",-0.4175,-1.0825,-1.26683333333333,-0.778,-0.846833333333333
"SLC25A41",-1.7845,-1.90225,-0.7525,-1.67125,-2.4995
"PMP22",2.2589,1.3982,-0.5942,1.1984,1.2603
"SLC25A43",-0.7805,0.297166666666667,0.139833333333333,0.419166666666667,0.469833333333333
"SLC25A44",0.5335,0.424333333333333,0.728666666666667,0.0106666666666667,0.430166666666667
"SLC25A45",0.74975,-0.011875,0.051,-0.2255,0.031125
"SLC25A46",-0.21675,-0.40575,-0.45425,-0.44325,-0.01375
"CDC27",-1.14,-1.1925,-0.666,-1.0935,-0.684
"CDC26",-0.348,0.350875,-0.368,0.037625,-0.180125
"HOXD12",0.3295,-0.2305,0.393,-0.835,-0.234
"RBPMS",0.6922,0.554,-1.537,0.4184,-0.5098
"MGC34800",1.43325,0.441,0.77525,-0.54725,0.59675
"CDC20",-1.8503,-1.6747,-2.6275,-2.9574,-0.566
"PDZD7",-0.803,-0.78175,-0.82925,-0.856,-1.67675
"TOX4",0.6665,0.711166666666667,1.351,0.507,-0.5025
"PDZD3",0.0261,0.2067,-0.3893,0.2137,-0.239
"TOX2",-3.92575,-2.2525,-4.30275,-2.5675,-2.5835
"FAM105A",1.324,1.15775,0.82375,1.001,0.2245
"BEST3",-1.1724,-0.9679,-1.5949,-1.1312,-1.67333333333333
"BEST2",0.2765,0.3945,0.2935,-0.0475,0.6205
"BEST1",0.571333333333333,-0.000999999999999989,2.3695,-0.223333333333333,0.595666666666667
"KIAA0562",0.405,-0.2051,0.277,0.1772,0.4457
"BEST4",-0.208,0.5905,-0.38,0.6305,0.289
"CRKRS",-0.297166666666667,-0.4825,0.130833333333333,-0.341333333333333,2.91966666666667
"UBQLNL",-0.21225,-0.2715,1.37075,1.1725,-0.398
"ChGn",-2.037,-0.23225,-2.243875,0.129375,-1.397375
"OR1J4",1.3015,0.811,-0.9505,0.1335,NA
"SMOX",-1.6255,-1.3565,-1.847,-1.161,-0.86525
"SORCS2",0.2685,2.1165,-0.42475,1.561,1.922
"SORCS3",0.3735,0.617166666666667,0.175833333333333,0.996833333333333,1.171
"RPL35A",0.2485,0.02875,-0.4035,0.3365,-0.22
"CARS2",0.184625,0.39125,-0.257375,0.2205,0.464375
"YPEL1",1.32783333333333,1.08366666666667,0.380833333333333,0.431833333333333,-0.263333333333333
"TOX3",1.237125,1.876,1.6115,1.284875,2.7425
"FYTTD1",-0.01075,0.10125,-0.304,0.615,0.189
"GPKOW",0.3155,0.09575,0.73125,0.0815,0.2855
"KIAA1614",-0.3805,0.0815,-0.765,0.0355,-0.568
"CES2",-0.5907,-0.0681,-0.5889,0.2257,-0.4478
"GIP",-0.16,-0.189,-0.422,0.208,-0.345
"TNPO2",-0.53,-1.53525,-0.584,-1.73825,-1.19275
"TNPO3",-0.732,-0.5315,-0.4535,-0.9285,-0.18
"TNPO1",0.106083333333333,-0.319916666666667,-0.2095,-0.413666666666667,-0.176916666666667
"NANOG",-4.227,-4.31266666666667,-3.04266666666667,-3.28383333333333,-4.75116666666667
"FLJ21075",-1.8595,-1.892,-2.253,-1.0605,-1.86
"RRH",0.33,0.436,1.377,0.169,1.3025
"ATXN7L2",-0.826,-0.4675,-0.14675,-0.503,-0.27875
"GCN1L1",-0.81625,-0.435,0.15775,-0.268,-0.3105
"RSHL3",2.054,0.39275,1.98025,0.560875,0.0175
"MAPK3",0.22,0.108166666666667,0.773833333333333,-0.3265,-0.519
"MAPK1",-1.447875,-0.344625,-1.12075,-0.705125,-0.204875
"MAPK6",-1.15583333333333,-1.552,-1.38566666666667,-0.112,-0.4445
"MAPK7",-0.204333333333333,-0.6865,-0.919166666666667,-0.414666666666667,-0.147166666666667
"MAPK4",-4.143,-3.154,-4.4875,-1.416,-1.64425
"PPP1R12C",-0.40075,-0.07175,-0.373,-0.6825,-0.47875
"MAPK8",-0.7125,0.133,-0.443,0.6075,-1.461
"MAPK9",0.93,0.648,-0.4905,0.1775,0.094
"SGPP2",3.342,0.236,-0.82425,2.80925,3.54
"SGPP1",-1.96783333333333,-0.370333333333333,0.432666666666667,0.177333333333333,-0.601166666666667
"WTAP",-0.052875,0.5639375,-0.401625,0.69875,0.2793125
"LYL1",-0.9605,-0.69475,-1.84975,-1.84775,-1.531
"DAZAP1",0.0855000000000001,-0.404875,-0.339428571428571,-0.74975,0.6595
"ATP8A2",-0.87425,1.2385,-1.69875,0.37075,-0.013
"KRT6A",-3.2505,-0.617,-3.775,2.048,-0.508
"DAZAP2",1.87425,1.1195,2.026,1.16925,0.52625
"KIAA1804",-2.051625,-0.695875,-0.977375,0.7205,-0.19875
"BCOR",-0.221083333333333,-0.639,-2.7155,-0.7605,-0.734833333333333
"ASTE1",1.256,0.939,0.627333333333333,0.656166666666667,-0.219166666666667
"VWA3B",-0.562,0.3135,-1.11766666666667,0.42475,0.708666666666667
"THNSL2",2.97583333333333,2.97833333333333,-2.53533333333333,2.653,1.77033333333333
"THNSL1",-0.8255,-0.05075,-0.035,0.4015,-1.7485
"VWA3A",0.602666666666667,0.00216666666666662,0.195166666666667,-0.122333333333333,0.356
"METTL8",0.498166666666667,-0.0543333333333333,-0.955333333333333,-0.468,-0.111
"OR1J1",0.1745,-0.041,0.252,0.353,-0.705
"CCL13",2.03266666666667,2.86833333333333,2.534,3.89933333333333,4.79483333333333
"VPS35",-0.5835,-0.1999,-0.368,0.3171,0.9348
"CCL15",1.30033333333333,1.602,0.503833333333333,2.38266666666667,1.6435
"GPBP1L1",-0.56225,0.891375,0.472625,0.9555,-0.12475
"CCL17",0.43425,1.5835,0.58475,0.75225,1.973
"CCL18",1.164,2.2485,3.75716666666667,3.2255,4.692
"CCL19",2.4685,4.4465,0.759,3.82,4.563
"METTL3",-0.16275,-0.44975,0.74175,-0.73025,-0.4965
"METTL4",-1.34225,-0.33125,0.03975,-0.539,-0.2955
"METTL5",-0.16,-1.032,-0.7885,-0.622,-1.2095
"METTL6",0.22875,-0.3575,-0.4845,-0.51825,0.76925
"TAS2R43",-0.523,-0.5495,-0.1895,-0.072,-0.6795
"TAS2R42",0.782,0.748,-0.135,0.1205,1.985
"STAT5A",-1.3739,-0.5707,-0.1163,-0.0047,-1.5997
"TAS2R40",0.06225,1.0125,1.09625,0.42,-0.035
"FDX1L",0.205,-0.2495,0.058125,-0.436875,-0.469875
"TAS2R46",-0.24,0.31,0.268,0.112,0.2815
"TAS2R44",0.3,0.135,0.459,-0.1645,0.5015
"CILP2",0.7245,1.74533333333333,-0.830166666666667,-0.297333333333333,0.939
"TAS2R49",-0.597,-0.9365,-1.373,-0.4125,-2.92
"TAS2R48",-0.266833333333333,-0.341,-0.688666666666667,-0.310333333333333,-1.3044
"LOC619208",0.418166666666667,1.07266666666667,0.938,0.348833333333333,-0.677
"DVL2",-0.184833333333333,-1.335,-0.9465,-0.690833333333333,-0.61
"LOC339344",1.43983333333333,0.3495,0.753166666666667,-0.5805,0.481833333333333
"KCTD3",1.13,1.14925,1.218,0.9465,1.09
"KCTD2",0.236333333333333,-0.0271666666666667,1.31983333333333,0.231666666666667,-0.282333333333333
"OR10A3",-0.2075,0.546,0.5805,-0.262,NA
"C1orf103",-0.722166666666667,0.137333333333333,-0.527833333333333,-0.239166666666667,-0.791333333333333
"KCTD7",-0.29875,-0.00150000000000001,-0.4455,-0.16525,-0.71775
"KCTD6",2.80483333333333,1.00583333333333,2.06716666666667,0.2975,-0.8115
"OR10A7",0.0335,0.5965,0.14,0.2815,0.538
"OR10A6",0.269,0.484,-0.0955,-0.359,2.058
"C1orf108",-0.492833333333333,-0.6545,-0.288666666666667,-0.4575,-0.4715
"C1orf109",-1.3605,-0.157,0.6315,-0.06975,-0.49675
"PCAF",0.5274,-0.7203,-0.9784,-0.5389,-0.3431
"KCTD8",-0.97275,-1.2705,-1.28325,-0.14475,-1.44375
"CRY1",-0.514,-0.525125,0.032875,-0.08325,-0.2975
"OR4C15",0.54525,0.5605,0.40575,0.32075,0.74275
"VISA",-0.1716,-0.9536,-0.3238,-0.8997,-0.8765
"LOC150223",-1.83,-1.649,-0.93275,-1.8855,-1.0155
"OR56B1",0.107333333333333,0.487166666666667,0.404833333333333,0.215333333333333,0.364833333333333
"PLEKHN1",0.382166666666667,-0.425166666666667,-2.15083333333333,0.193,1.3515
"GNG8",0.0971666666666667,0.428333333333333,-0.228666666666667,-0.427666666666667,0.655
"IKIP",-3.0225,-1.736375,-2.113625,-1.171,-1.27975
"SERPINA1",-1.70925,-2.423,-3.153875,-1.59175,-0.637875
"IBSP",0.595,0.539,0.2045,-0.101,3.7465
"SERPINA3",3.8331,1.52855,1.61275,2.32465,-2.3312
"SERPINA4",-2.35725,-2.427,-3.13925,-1.9305,-2.3135
"SERPINA5",0.417375,0.03575,2.75625,-0.081,-4.681
"HCFC1",-1.09433333333333,-0.669,-0.183833333333333,-0.477333333333333,-0.3145
"CREB3L3",-1.96483333333333,-1.78783333333333,-2.19633333333333,-1.9035,-1.60016666666667
"LOC388284",0.22,0.448833333333333,0.376666666666667,0.440333333333333,0.431333333333333
"SERPINA9",0.4395,0.29625,0.11025,-0.00225,0.392333333333333
"ZC3HC1",-1.00416666666667,-0.6475,-0.6205,-1.0625,-1.7755
"NRAS",-1.729125,-1.32725,-2.133625,-1.7495,-2.24675
"PDZD11",0.9365,0.3235,0.59,0.054,0.6175
"NRAP",-0.405,0.383,-0.1465,-0.2865,1.928
"PXK",0.940666666666667,-0.0351666666666667,-0.163666666666667,-0.317,-0.354166666666667
"FOXRED2",-1.21907142857143,-0.981928571428571,-0.875785714285715,-1.44271428571429,-0.405714285714286
"FOXRED1",-1.20416666666667,-1.51616666666667,-0.910833333333333,-1.3605,-0.131333333333333
"MLC1",-2.20375,-0.24625,-2.0555,-2.2805,-2.187
"PXN",-0.792,-0.610071428571429,-1.01757142857143,-0.493357142857143,-0.488857142857143
"ACSS2",-0.5855,-0.747,-0.7135,0.2185,-0.278333333333333
"CABLES1",0.337625,0.4135,-0.467125,0.09725,0.645375
"CABLES2",-0.138,-0.59325,0.08975,-0.769,-0.50075
"TMEM145",-0.179,-1.4135,0.58075,-1.99875,-2.02475
"ESF1",-0.6786,-1.1018,-0.0898,-0.615,-0.0823
"SHBG",-1.1915,-0.901666666666667,-1.12883333333333,-0.636833333333333,-1.394
"CRYL1",0.781333333333333,0.4985,-0.0386666666666667,0.374,-0.115333333333333
"LTB4DH",0.074,-0.46325,-0.4675,0.58275,0.49175
"ROPN1",-4.61933333333333,-1.93516666666667,-4.52033333333333,3.05466666666667,-3.93483333333333
"ASZ1",-1.1535,-0.589,-0.801,-0.9975,-0.533
"LIX1L",-2.30525,-1.029,-3.1755,-1.0375,-0.48975
"FOXD4L1",1.005,0.327,0.664,-0.773,0.3925
"FOXD4L2",-0.032,1.39525,1.5315,0.056,-0.62425
"MOV10L1",-0.169833333333333,0.355,0.96,0.855,0.6195
"PACS1",0.77225,0.79475,-0.58,-0.204,0.9875
"PACS2",0.4474,0.1687,0.6436,0.1954,0.7769
"DDB2",-0.57925,-0.7055,-1.302,-0.98575,-2.65525
"FAM63A",1.319,1.07541666666667,1.9825,0.31275,-0.658833333333333
"SBNO2",0.903,-0.1615,0.0935,0.205,0.5365
"SBNO1",-0.0225,0.009,0.5075,0.19225,-0.363
"FAM63B",0.661,-0.457375,0.883375,0.12075,-0.441125
"RNF167",0.6614,-0.3841,0.2447,-0.2327,0.0597
"C18orf12",0.304,0.4495,0.5095,0.2685,0.7735
"RNF165",-0.274,0.734,-0.3495,0.371,-2.4895
"RNF168",-0.63025,-0.949,-0.61975,-1.1065,-0.9015
"SEC23A",-1.82866666666667,-1.46416666666667,-2.04333333333333,-1.18183333333333,-0.366833333333333
"C8orf76",-0.68075,-0.70625,0.73225,-0.44625,-0.70025
"UPF3B",-1.663375,-1.972125,-1.281375,-1.652625,-1.039875
"UPF3A",-0.68825,0.122625,0.017,-0.297,-1.2505
"ZBTB43",0.4285,0.5495,-0.108,0.2775,-0.473
"ZBTB44",0.797125,-0.528375,-0.108625,0.432375,0.36725
"BRAF",-0.2925,0.398,0.75875,0.01575,1.00325
"ZBTB46",-0.594,-0.134,0.1185,-0.2935,-0.706
"ZBTB47",0.4845,0.591333333333333,0.3045,0.766333333333333,0.297166666666667
"ZBTB48",-0.0446666666666667,0.152333333333333,0.8555,-0.2085,-0.191666666666667
"ALOX15B",0.329333333333333,2.68383333333333,0.5935,4.00383333333333,1.2722
"PKDREJ",0.2045,0.790666666666667,-0.00233333333333334,1.1525,2.7345
"C8orf79",-0.3777,2.5802,-0.723,3.2659,-0.7631
"C17orf73",0.4525,0.1915,0.2085,0.0125,0.383
"ZNF609",0.3655,-0.49875,0.55675,0.187375,-0.147125
"SYNPO",0.556583333333333,0.93175,-0.0663333333333333,0.227166666666667,0.68925
"LOC51136",-0.37175,-1.077375,0.5,0.289625,-0.114
"FLJ25778",0.1395,-0.055,0.122,-0.343,0.978
"ADAM22",-1.352625,-0.08125,-0.062625,-0.850625,-0.183
"UQCR",0.50975,-0.355125,0.130125,-0.14425,-0.19
"FLJ25770",0.619333333333333,0.627833333333333,0.698916666666667,1.48375,0.900666666666667
"P4HA2",-1.9365,0.072125,-0.726125,-0.84725,0.164125
"P4HA3",1.711375,3.61375,-0.09825,0.1235,3.447875
"ACY1L2",-0.7695,-2.6765,-0.549,-0.241,-2.8025
"ANP32E",-1.80757142857143,-1.73271428571429,-0.876285714285714,-1.38678571428571,-1.22428571428571
"ANP32B",-0.66825,-0.259375,-1.306,-0.6735,-0.66475
"ANP32C",-1.0005,-1.668,-1.2665,-0.7985,-1.1725
"LOC151300",0.0725,0.1935,0.2615,-0.2405,-0.539
"FDXR",-0.40175,-0.95075,-0.01725,-1.07975,-0.82275
"SYNPR",-0.47675,-0.43275,-0.442,0.04725,-0.6875
"HPSE2",0.5905,0.79675,-0.14975,1.664,1.45925
"UQCC",-0.3509,-1.2258,0.5941,-0.5564,-0.665
"TAT",0.58325,0.33075,2.9205,2.394625,0.218
"ZFYVE19",0.69475,0.1315,0.58175,-0.085,0.11225
"NTNG1",1.98516666666667,-0.506833333333333,-2.46466666666667,-1.7824,-2.43175
"NTNG2",-0.6785,0.323666666666667,-0.9765,0.250166666666667,1.09383333333333
"TMEM20",-2.1295,-2,-0.7365,-0.76675,-0.72
"ZFYVE16",0.0116666666666666,0.0450555555555555,0.291888888888889,0.332166666666667,-0.293388888888889
"ALMS1",0.502666666666667,0.432666666666667,0.177333333333333,0.017,-0.148833333333333
"TAZ",-0.377,-1.04725,-0.6535,-1.4555,-0.644
"TMEM112B",-0.241,-0.2295,-0.5275,-0.7005,-0.419
"MRPL54",1.00575,-0.0805,0.38425,0.2815,0.233
"MRPL55",0.7763,0.3023,0.8691,-0.064,1.1032
"MRPL50",-0.88175,-0.95275,-1.592,-0.28175,-0.53775
"MRPL51",-0.328,-0.4635,-0.1195,-0.3405,-0.92075
"MRPL52",-0.1976,-0.4979,-0.3253,-0.8193,-0.7053
"MRPL53",1.38175,0.30525,1.661,-0.30275,0.23825
"PRKG1",0.409785714285714,1.18857142857143,0.267285714285714,0.942142857142857,0.998357142857143
"THY1",-0.5388,-0.0628,-1.0594,-0.4186,0.8654
"CDS1",2.587,2.75375,2.44575,2.47075,2.249
"IL18",0.17725,0.218875,-1.457875,0.137125,0.837625
"PIP3-E",0.3415,0.2455,1.0895,0.866,0.885
"ZNF689",0.303,-0.076,1.3325,0.07,-0.59
"OPN1SW",0.00949999999999998,0.0825,0.2275,0.033,0.827
"ALOXE3",0.210833333333333,0.107166666666667,0.844833333333333,-0.0776666666666667,-0.267
"ZNF683",3.69475,4.88575,2.941,4.598,4.91375
"ZNF680",0.858,0.805333333333333,0.56075,0.99925,-0.0720833333333334
"LCN12",0.946333333333333,1.28733333333333,1.28483333333333,1.16383333333333,0.3945
"ZNF687",0.239,0.647625,0.875375,0.261,0.2505
"ZNF684",-0.9205,0.363,0.249,0.144,-1.1465
"IQCC",-0.343,0.15075,0.5785,-0.785,-1.3185
"TRAF3IP3",0.611,0.850428571428572,-0.648,0.474571428571429,0.718142857142857
"GRSF1",0.2745,0.15575,0.671,0.11025,0.1745
"PCDHGC3",-0.7915,-0.1445,-0.8185,-0.351,0.0995
"IQCG",1.6726,1.0975,0.9482,1.7436,0.5625
"PCDHGC5",-0.259,0.137,0.2315,0.1195,0.165
"IQCE",0.6755,0.530666666666667,0.685833333333333,0.413166666666667,0.603
"IQCD",1.77116666666667,0.624666666666667,1.51383333333333,-0.0555,1.616
"IQCK",2.43675,1.8665,1.52125,1.56525,1.1215
"MUC16",0.74475,-2.8195,-3.30475,-0.58925,-2.3785
"MUC15",-2.62333333333333,-0.1815,-3.13233333333333,2.2765,1.18866666666667
"IQCH",1.518375,0.879375,1.83675,0.932625,-0.719125
"MUC13",-1.39525,-1.8045,-1.97575,-1.088,-1.452
"TRAF3IP1",1.5167,1.2979,1.2433,1.2407,1.2726
"RFTN1",-0.83675,0.593,-2.546,-1.3575,-0.03925
"FKBP4",-0.169,-0.3415,1.0265,-0.572625,-0.469625
"PPP1R9B",0.327625,-0.020625,0.298625,0.09075,0.06625
"WDTC1",0.46,0.55725,0.50025,0.17725,0.47375
"GMCL1L",0.016,0.585166666666667,-0.194166666666667,0.0296666666666667,0.127666666666667
"MBTD1",-1.8065,-2.692,-1.404,-1.5165,-2.824
"ERBB2",2.279125,2.247375,2.67925,3.6785,4.944
"SKP1A",1.23107142857143,0.153642857142857,0.891285714285714,0.329714285714286,-0.324142857142857
"ANGPTL7",0.817,1.805,0.4605,3.263,-0.884
"POP1",-1.3775,-2.1095,-0.6295,-1.4415,0.176
"ANGPTL4",-1.48,-2.2076,-4.2281,-1.3735,2.6021
"POP7",0.146,0.131,-0.16225,-0.251,0.40875
"ANGPTL2",-0.9475,0.0965,-1.6975,0.03975,1.31225
"POP5",0.2885,-0.6965,0.0336666666666667,-0.459166666666667,0.344
"POP4",0.42325,0.3775,0.49575,0.254,0.12025
"ACE2",-2.24175,-0.27975,-0.9775,2.20925,1.89925
"GPR115",-1.00975,-1.526125,-1.679125,-1.308,-1.677375
"TNS4",-1.0705,2.0085,0.4805,3.2885,1.024
"GPR113",-0.530166666666667,0.319833333333333,-0.115333333333333,0.0938333333333333,0.121333333333333
"GPR112",0.6515,0.9635,-0.5615,-1.1015,0.521
"GPR111",-0.389,1.374,0.1485,-0.489,-0.649
"MFAP2",-0.965833333333333,0.5555,-2.78,-1.17583333333333,0.769666666666667
"MMP14",-0.54925,-0.38975,-2.82133333333333,0.103166666666667,0.263083333333333
"RASGRP3",3.2225,3.4875,3.12566666666667,3.0725,4.21916666666667
"MMP16",-0.85075,0.336,-0.58,0.09575,-0.687
"MMP17",1.38575,0.3725,0.2895,-0.53425,0.036
